channel_name	ids	id_c	max_scanned_at	criteria_by_avg
cnclive88	103395841940158	1	2021-08-23 00:00:00	100
theoriginallemonade	109858704099292	1	2020-09-06 00:00:00	100
DiffusalGaming	100134148426957	1	2021-08-26 00:00:00	100
ffbackbenchers	102352931684552	1	2021-01-21 00:00:00	100
Monskie009	102099877915044	1	2020-09-05 00:00:00	100
CupidS.Thailand	1764298620564421	1	2020-12-28 00:00:00	100
loveoreogaming	110488404072436	1	2021-05-29 00:00:00	100
Dubbiox	103583525042180	1	2021-01-17 00:00:00	100
guaxininrj	725900601106134	1	2021-09-04 00:00:00	100
WeLLIDKWho	104756504737886	1	2021-06-13 00:00:00	100
ToxicoGameplay	100854857956408	1	2021-03-15 00:00:00	100
Sembangs	2233094553497915	1	2020-09-10 00:00:00	100
RoninHein	102118677837399	1	2021-01-01 00:00:00	100
IamFahrenheit	103225714836542	1	2020-09-05 00:00:00	100
pacmancsgo	100929197948499	1	2021-03-08 00:00:00	100
lilbo.fb	736692877033340	1	2021-08-01 00:00:00	100
KhaleesiGamingCPA	102486151476920	1	2021-02-19 00:00:00	100
jajarenolla	100130348397521	1	2021-04-16 00:00:00	100
VaireYT	108159000835750	1	2020-11-15 00:00:00	100
neil.perez1212	100015934357220	1	2020-12-10 00:00:00	100
WizAhsanBD	340932800679212	1	2021-04-18 00:00:00	100
mattochannels	104306737996178	1	2020-09-28 00:00:00	100
alexbetatv	100057818990180	1	2021-04-06 00:00:00	100
ladygamermnl	104867984578268	1	2021-02-09 00:00:00	100
vipcybergame.haiduong	533187900175465	1	2021-01-25 00:00:00	100
BlueGirlGamer	116864019697574	1	2021-07-16 00:00:00	100
Hoa-khôi-Việt-nam-112156344451256	112156344451256	1	2021-07-31 00:00:00	100
XuPhuongVlogs	2216916055223741	1	2020-11-26 00:00:00	100
CFFSQUAD1	100126624991074	1	2020-09-28 00:00:00	100
darakianstream	865119573511493	1	2021-02-17 00:00:00	100
paiohdzz	111424007152286	1	2020-10-12 00:00:00	100
AliiGaming	326323108275309	1	2020-12-27 00:00:00	100
FcincinatoGamePlay	106771321101426	1	2021-02-01 00:00:00	100
rawrx3hub	112497617159295	1	2020-08-14 00:00:00	100
ChannelChannelann	102614828270150	1	2021-04-15 00:00:00	100
nnelggaming	100591068466820	1	2020-10-13 00:00:00	100
ThePhoenixBando	107913224310346	1	2021-05-18 00:00:00	100
Sangguniang-Kabataan-Barangay-Bendita-Dos-202775217008169	202775217008169	1	2021-08-21 00:00:00	100
liongamern1	100160635147950	1	2020-09-05 00:00:00	100
ugyendendup00	100024355155646	1	2020-12-30 00:00:00	100
EmsGamePlay	293803271285490	1	2021-01-16 00:00:00	100
selenepfigaming	106149418158142	1	2021-06-16 00:00:00	100
asmadeustv	102650765126169	1	2021-04-21 00:00:00	100
typhoonXgaming	624100678223575	1	2021-01-08 00:00:00	100
NewKuyaAdrian	114692183666784	1	2021-03-01 00:00:00	100
SkyGatoWT	1719177648191852	1	2020-08-27 00:00:00	100
DanRosalMercader	108274823911437	1	2021-04-23 00:00:00	100
Hugotadjas	103114308456181	1	2021-08-27 00:00:00	100
Santi.El.Crack999	105605961300006	1	2020-12-15 00:00:00	100
atoysenpai	870641339713441	1	2020-10-31 00:00:00	100
HAMZAHHM12	1804617346475945	1	2021-01-17 00:00:00	100
Tranhaigaming	114253926678769	1	2020-11-29 00:00:00	100
FeeeytTaxi	107260077357193	1	2020-10-05 00:00:00	100
MITSERY	106278910983757	1	2021-02-23 00:00:00	100
dxnamegaming	108280497614438	1	2020-09-19 00:00:00	100
KAYXGAMEPLAY	105805091523274	1	2021-06-27 00:00:00	100
ollcfds	109984100747278	1	2021-02-10 00:00:00	100
Kienmilo1995	100003864568792	1	2020-12-20 00:00:00	100
daylightmobilepakokku	1832184800399073	1	2021-01-09 00:00:00	100
xuoxuan0405	697089030731640	1	2021-09-05 00:00:00	100
aimvpofficial	101093095254566	1	2021-02-24 00:00:00	100
Mrayizgaming	109005947386495	1	2020-09-14 00:00:00	100
sharkgamingco	100936328681444	1	2021-08-16 00:00:00	100
betunaWorld	102569451094017	1	2021-01-25 00:00:00	100
PranPooChannel	101138471461019	1	2020-12-29 00:00:00	100
ccursee	267542943930022	1	2021-05-07 00:00:00	100
polskieliane	101780798478494	1	2021-06-04 00:00:00	100
CikayGaming	101277421357651	1	2020-10-02 00:00:00	100
JustinGaming007	104018784453957	1	2021-07-11 00:00:00	100
annxtolentino	107280764275344	1	2020-11-20 00:00:00	100
J-o-s-h-u-a-Gaming-103732214677895	103732214677895	1	2021-07-22 00:00:00	100
SvenTHH	411618086069700	1	2021-08-11 00:00:00	100
phucanhgamingworld	1156268481093419	1	2021-04-10 00:00:00	100
YusufCesurYouTwitch	326879878090945	1	2020-08-09 00:00:00	100
LilDib.FB	108376614337794	1	2021-01-15 00:00:00	100
zyzyxinhdep0702	102450472110011	1	2021-07-16 00:00:00	100
KalkifniGaming	341207157070457	1	2021-02-26 00:00:00	100
konezurin	105141208067723	1	2020-11-07 00:00:00	100
WhiteTigerIndopride	"110160214084874, 2892877066"	2	2020-08-12 00:00:00	100
XFORCEROSS	100063612396966	1	2021-08-12 00:00:00	100
Soy-el-Brolink-113152523840721	113152523840721	1	2021-06-16 00:00:00	100
FikchoGaming	185873584798897	1	2020-08-18 00:00:00	100
princecedriclapuz	102024745223455	1	2021-07-18 00:00:00	100
hansweetcs	107706890955833	1	2021-08-22 00:00:00	100
FreeFireHunterTV	100057827748247	1	2021-05-29 00:00:00	100
Tesyukgmaing	104235475144034	1	2021-06-18 00:00:00	100
aletzandrea	102246644704130	1	2020-09-17 00:00:00	100
yoodokuuja	106042324362716	1	2020-10-28 00:00:00	100
Sapphire-Gaming-103797611849789	103797611849789	1	2021-05-19 00:00:00	100
wawqncepoh	2261539684106050	1	2020-10-11 00:00:00	100
Kabila-Leader-زعيم-القبيلة-109909420634219	109909420634219	1	2021-06-20 00:00:00	100
waykurattt	110184037475684	1	2021-05-13 00:00:00	100
vuonggiavinhdieuvn	895630490520875	1	2021-06-06 00:00:00	100
JBAC5GAMING	773025479436627	1	2020-09-27 00:00:00	100
Jrsarabosing22	115688123455018	1	2021-02-25 00:00:00	100
GoreGamingPH	112277433855254	1	2020-09-26 00:00:00	100
DeenzelGaming	105532374584899	1	2020-12-03 00:00:00	100
cmanlalaro	105867871777148	1	2021-08-05 00:00:00	100
Rinuom.Gaming	105489978063762	1	2021-04-20 00:00:00	100
PixelGaming023	1751480605122410	1	2021-01-24 00:00:00	100
NicGFPS	1945479508842251	1	2020-08-22 00:00:00	100
genzigang40	109461774568873	1	2021-04-09 00:00:00	100
Elitegirlgaming	113229350423958	1	2020-08-16 00:00:00	100
martv0	115302123508653	1	2020-10-19 00:00:00	100
simiodictogamer	101134531641655	1	2021-03-09 00:00:00	100
ViolettGhost	102488821449812	1	2021-03-14 00:00:00	100
cuhieustv	591364371551827	1	2020-08-26 00:00:00	100
UndraftedFC	905700972779757	1	2020-08-19 00:00:00	100
ONICViorMobileLegends	109202844778063	1	2021-08-19 00:00:00	100
JWhiskeyFB	108115404307287	1	2021-03-22 00:00:00	100
BIGzGAMER	369205677218851	1	2020-09-02 00:00:00	100
CGwellplay	640830226063957	1	2020-09-17 00:00:00	100
kokootsgaming	111604930569791	1	2021-02-16 00:00:00	100
JingJing-GrandChase-Steam-107566191556992	107566191556992	1	2021-07-30 00:00:00	100
JONES500.LIVE	235846487026806	1	2020-11-19 00:00:00	100
mhiragaming	100162638728524	1	2021-02-10 00:00:00	100
gamerbangla	801827863340492	1	2020-12-24 00:00:00	100
KentStop-Gaming-104338534842252	104338534842252	1	2021-05-08 00:00:00	100
Darknightfb	102035861208231	1	2021-01-31 00:00:00	100
BungToh	104465541266215	1	2021-07-23 00:00:00	100
yugotrans.YT	707828739409042	1	2021-01-10 00:00:00	100
Bobbygaming103	107359450885839	1	2020-12-05 00:00:00	100
ArabLegendTV	104448134575611	1	2021-06-27 00:00:00	100
Samberlol	100245141709508	1	2020-09-15 00:00:00	100
ChuClan.NguyenChiAnh	2158186837754853	1	2020-08-12 00:00:00	100
akpaxienationph	109566451377327	1	2021-08-22 00:00:00	100
sulaimanalwaqqad	107671498075316	1	2021-05-09 00:00:00	100
A3gamingtv	652612331873808	1	2020-09-22 00:00:00	100
ISRATGAMINGGG	100207121813528	1	2021-03-18 00:00:00	100
GamingChuckyYT	109881314622379	1	2021-07-11 00:00:00	100
PUBGKurdishKing	2018132371759392	1	2020-09-03 00:00:00	100
KillpidChannel	442898346513511	1	2020-10-19 00:00:00	100
nkmgaming24	104135774717952	1	2020-08-18 00:00:00	100
sports.gamiing	111716524081486	1	2021-04-07 00:00:00	100
khatealvarezyt	148722255324325	1	2021-03-14 00:00:00	100
LakeShow-Club-108847608086898	108847608086898	1	2021-06-12 00:00:00	100
Zouxe-Esport-108355858146299	108355858146299	1	2021-08-23 00:00:00	100
MandiocaFPS	110436987384794	1	2020-10-28 00:00:00	100
007KGG	105860311120995	1	2020-08-26 00:00:00	100
tyaratv	106917404287469	1	2021-02-21 00:00:00	100
ninjacatmars13	101118764633015	1	2020-12-04 00:00:00	100
SammieStreams	107028404420065	1	2021-07-24 00:00:00	100
سكواد56々-107579900823392	107579900823392	1	2021-05-21 00:00:00	100
chuchayrp2020	102616408399279	1	2021-01-14 00:00:00	100
Donkinguwu	105670877517240	1	2020-10-02 00:00:00	100
IamAlphaGG	106105601174303	1	2021-01-04 00:00:00	100
Ghost-Gaming-2147187892068092	2147187892068092	1	2021-07-29 00:00:00	100
aypsemel	106460361173107	1	2021-05-10 00:00:00	100
CactusBand-2150121021980333	2150121021980333	1	2021-06-09 00:00:00	100
sonicwebs	111662170189856	1	2021-06-21 00:00:00	100
EKABlackbirdGame	103133794787912	1	2020-09-07 00:00:00	100
1mgaming24	100457882265349	1	2021-08-14 00:00:00	100
um1esportsclub	107447957537083	1	2020-11-04 00:00:00	100
darknight68.9	109310824267218	1	2021-02-15 00:00:00	100
SkTagudinSakalam	100171538777838	1	2021-02-05 00:00:00	100
jayms.jaymsii.9	100048725713497	1	2021-08-12 00:00:00	100
vpweareone	109838910701478	1	2020-08-09 00:00:00	100
LaaaCroix	112992427118053	1	2021-03-04 00:00:00	100
18.To.LIFE.Canada	103178024943134	1	2021-01-08 00:00:00	100
MixGaming2	100181281470331	1	2021-02-07 00:00:00	100
Mjhaygaming18	109769660507375	1	2021-04-30 00:00:00	100
MarinSteauaHD	412867402222229	1	2020-10-04 00:00:00	100
PMCRC1	102191571274131	1	2020-08-16 00:00:00	100
bumbadi	105871804992145	1	2021-06-24 00:00:00	100
XNymeriaa	108085431422564	1	2021-08-23 00:00:00	100
Rotxlive	305135389976086	1	2020-08-13 00:00:00	100
VanAntonioTV	115237800273257	1	2021-04-22 00:00:00	100
SHAD-Stoune-Gaming-109934334579145	109934334579145	1	2021-07-15 00:00:00	100
IwaeYKC	118157426235839	1	2021-09-03 00:00:00	100
srtaamigaming	102125961772522	1	2021-02-25 00:00:00	100
apnosgames	109766924595972	1	2021-05-04 00:00:00	100
StarGamingEsports	2102178583169253	1	2021-04-04 00:00:00	100
mythicelm	101029598460615	1	2021-01-28 00:00:00	100
SKCouncilBata	112850910372757	1	2021-08-29 00:00:00	100
duongphuc.nhatnguyen.5	100013846484589	1	2021-04-24 00:00:00	100
DxbGamiing	112672086967259	1	2021-03-23 00:00:00	100
El-Dios-Tragabich-Games-116732330155920	116732330155920	1	2021-07-25 00:00:00	100
CasiusGaming	100909518262456	1	2021-03-21 00:00:00	100
KaBalutGaming	114425946950531	1	2020-08-12 00:00:00	100
leooopard	103224524376344	1	2020-11-16 00:00:00	100
ArtyomGaming22	345373056122537	1	2021-04-02 00:00:00	100
samiiGaming	114488089956965	1	2021-05-27 00:00:00	100
MARIDUANl	109112014787283	1	2021-08-06 00:00:00	100
6h0s7	114885480391433	1	2021-04-18 00:00:00	100
potatoofficialtm	102419388142590	1	2020-09-03 00:00:00	100
PepeHands-COD-112540853791496	112540853791496	1	2021-07-03 00:00:00	100
NEXTGAMINGESPORT	115228509878057	1	2021-01-31 00:00:00	100
JiruTV	100309625313073	1	2021-03-26 00:00:00	100
zekelucifergaming	104374064555286	1	2021-04-11 00:00:00	100
NonoTvFPS	2305664496143025	1	2021-07-01 00:00:00	100
mystyleofficials	205126773361541	1	2020-11-23 00:00:00	100
AxBxUALI	112101797109780	1	2020-09-25 00:00:00	100
lukefili	101028522030812	1	2021-06-01 00:00:00	100
elggtv	100461244946284	1	2020-09-15 00:00:00	100
Twins-Poker-453538842125446	453538842125446	1	2021-08-21 00:00:00	100
fbsenda	103741011529217	1	2021-03-23 00:00:00	100
BarbarianClanUC	101065081706027	1	2021-05-09 00:00:00	100
SoyRAFA11	111432687331305	1	2021-08-01 00:00:00	100
ggiselle09	111274024077868	1	2020-11-19 00:00:00	100
ItzDiabloo	100924532023816	1	2021-07-28 00:00:00	100
mellberthim08	113084653705094	1	2020-09-09 00:00:00	100
FEARLESSMAXIMUM	2298930593665300	1	2020-11-30 00:00:00	100
martinieLIVE	100554562133562	1	2021-04-27 00:00:00	100
MadamLariza	112250013610665	1	2021-08-07 00:00:00	100
CharlzLevi	1032502640254146	1	2021-08-02 00:00:00	100
AHaminhasmi	104498734424607	1	2021-05-21 00:00:00	100
CedricVentures	323464181158659	1	2020-09-20 00:00:00	100
ukito7gamer	110266837289602	1	2020-10-02 00:00:00	100
evilhazard	464783386882727	1	2021-05-02 00:00:00	100
WBGTM	108361057311680	1	2020-09-14 00:00:00	100
Miss2Dangerous	106247031375103	1	2021-03-10 00:00:00	100
111515530617814	100062949025695	1	2020-12-09 00:00:00	100
MashiroWorld	1226565150831492	1	2021-03-02 00:00:00	100
phamminhchau61	109217077459997	1	2020-10-02 00:00:00	100
maharutv	113445693832435	1	2020-10-02 00:00:00	100
itskanbaby	114649180337660	1	2020-10-23 00:00:00	100
GanqueGaming	105441542939914	1	2020-10-31 00:00:00	100
AtirahApis	109401904062765	1	2020-08-30 00:00:00	100
MANCAPM	100408314647050	1	2021-01-18 00:00:00	100
StreamerClearLove	110137634191450	1	2020-12-06 00:00:00	100
incredibleconnection	37440648210	1	2021-08-19 00:00:00	100
michaelpubg123	102889785031160	1	2021-05-11 00:00:00	100
TheSkyblade	103783384655764	1	2020-09-04 00:00:00	100
RewiindTV	599392380401494	1	2020-09-08 00:00:00	100
buscandoro	106530110894348	1	2020-08-17 00:00:00	100
CharlizardGG	106102970749304	1	2020-08-12 00:00:00	100
ChandraGamingOfficial	114166670228825	1	2021-03-18 00:00:00	100
NATTT33	1309542305861748	1	2021-06-16 00:00:00	100
GamerMusiman	102925264876755	1	2020-12-24 00:00:00	100
Riders09	100778848865427	1	2021-06-06 00:00:00	100
ncgbordzgaming	151187075618586	1	2021-07-30 00:00:00	100
LiteValo	111126763979753	1	2021-03-19 00:00:00	100
moturistascol	262211860800496	1	2021-01-15 00:00:00	100
AzzipGaming	2071300536272990	1	2021-04-30 00:00:00	100
kodiwgaming	950567078436294	1	2020-10-26 00:00:00	100
nickykat.uwu	109652250789468	1	2021-04-26 00:00:00	100
cidteamss	109574024510137	1	2021-06-02 00:00:00	100
TristanxGaming	105462524489621	1	2021-05-02 00:00:00	100
akolngi2ofc	100885398078666	1	2021-06-26 00:00:00	100
Astra-102651965281239	102651965281239	1	2021-05-14 00:00:00	100
OBGCYRKATGAMER	102961935180919	1	2021-05-13 00:00:00	100
ShowsTvmx	112126183626314	1	2021-04-04 00:00:00	100
SoloGamerMM	108020481001110	1	2020-09-17 00:00:00	100
Bkdung293bxww-107624211556941	107624211556941	1	2021-07-21 00:00:00	100
Hlava12Streamer	105560021605412	1	2021-05-12 00:00:00	100
arthur.monteiro.9421	100004005945647	1	2021-02-05 00:00:00	100
boss.games99	123786499018452	1	2021-05-02 00:00:00	100
twosidefreefiregamera	266177826898862	1	2021-01-13 00:00:00	100
RevAxel	101347768451225	1	2021-07-21 00:00:00	100
frost.ff99	113901434275539	1	2021-07-16 00:00:00	100
ViolentKain	1280047872134898	1	2020-11-09 00:00:00	100
sposlydownunder	100730952069047	1	2021-04-09 00:00:00	100
hightopgames	101863294869018	1	2021-05-01 00:00:00	100
ROOGAMERS	104249581432039	1	2021-04-22 00:00:00	100
botvotgaming	421974311933680	1	2020-08-20 00:00:00	100
VVVSandi	106901318124803	1	2021-04-28 00:00:00	100
saltsquadone	2232264457096527	1	2020-08-28 00:00:00	100
WIPHI11	107208774581677	1	2021-09-05 00:00:00	100
Snooker-Gaming-extra-103461038383233	103461038383233	1	2021-06-03 00:00:00	100
EclipseX2Game	107462230808279	1	2020-11-21 00:00:00	100
jajavelvetgaming	104136721487824	1	2021-03-08 00:00:00	100
jbgamers23	111615993597296	1	2021-01-21 00:00:00	100
KennethGaming14	102394854720987	1	2020-11-25 00:00:00	100
markkevin.cuario	100000574686660	1	2021-08-20 00:00:00	100
BIOSHDE	2219344361446309	1	2021-07-05 00:00:00	100
جيمي-GEMy-104493185195884	104493185195884	1	2021-06-20 00:00:00	100
Thành-Ăn-Hành-101881588672119	101881588672119	1	2021-08-12 00:00:00	100
Maiden.luu	104912458052248	1	2021-07-28 00:00:00	100
Ga.Arena.me	347613669278412	1	2021-01-05 00:00:00	100
PsiSyn	176393399096552	1	2021-07-23 00:00:00	100
Reborngates	1128900093876196	1	2020-12-06 00:00:00	100
Dindaaa13	470760946616471	1	2021-02-24 00:00:00	100
LaGuerradelNBA2K	421612107972615	1	2020-11-11 00:00:00	100
OfficialClelia	100461705257485	1	2021-04-24 00:00:00	100
kapi1991	974747379329291	1	2020-09-20 00:00:00	100
kherbz01	108499204250807	1	2020-08-05 00:00:00	100
JokardsGaming	111680590565320	1	2020-09-02 00:00:00	100
mongaming26	108545527341777	1	2021-06-03 00:00:00	100
Cnasty559	100623011662913	1	2021-01-27 00:00:00	100
Mr.StrangeRT1	406343613474237	1	2020-11-17 00:00:00	100
SalehGam	104782951517230	1	2021-05-05 00:00:00	100
JawsGamingFB	102552168201430	1	2021-02-20 00:00:00	100
Wota-FF-104128735234232	104128735234232	1	2021-09-03 00:00:00	100
hoaveth.gaming	102135321552606	1	2020-08-18 00:00:00	100
abouelelagaming	646917702585080	1	2021-07-28 00:00:00	100
MechaTronixGaming	111517037827505	1	2021-08-03 00:00:00	100
SportsMobileGaming	100371288337534	1	2020-12-29 00:00:00	100
HlaKalaySeinn	118435506606967	1	2020-10-30 00:00:00	100
legendary.osa	219181215331861	1	2020-08-18 00:00:00	100
Polat.KVP20	100503211816189	1	2021-05-04 00:00:00	100
bliachu.gaming	105070307910234	1	2020-08-01 00:00:00	100
LodiNyx	105429121063214	1	2021-05-19 00:00:00	100
papafallgaming	107531870803757	1	2021-02-07 00:00:00	100
500BrosMedia	104127211159012	1	2021-04-07 00:00:00	100
LeryPlays	104914881611142	1	2021-04-09 00:00:00	100
agentpubgm8	106153558016614	1	2021-03-09 00:00:00	100
DarkPaladinGaming	137838930046293	1	2020-12-26 00:00:00	100
presidentNBSQ	106032444895299	1	2021-05-04 00:00:00	100
MorkFF	110137853769802	1	2021-05-23 00:00:00	100
rielsfantasy	101033588091586	1	2020-09-04 00:00:00	100
mohammadalkhataba	438109069547377	1	2021-01-06 00:00:00	100
gamingAnsuYT	2077158709062205	1	2020-10-21 00:00:00	100
FranquitoGamer-El-Pro-102536628017736	102536628017736	1	2021-05-16 00:00:00	100
Trần-Nữ-Gamming-101688132194807	101688132194807	1	2021-07-30 00:00:00	100
NobruGamer	103526971500582	1	2020-09-21 00:00:00	100
Hilekar-tırrek-111301634522227	111301634522227	1	2021-06-21 00:00:00	100
DreamRaidersStream	102350168210404	1	2020-09-08 00:00:00	100
nidejelskibella	112834477015107	1	2020-08-31 00:00:00	100
SouLGamingFB	111942456914524	1	2020-09-02 00:00:00	100
ChampionsLegionBrasil	101898354558208	1	2021-01-13 00:00:00	100
Ratu1303	108532674315693	1	2020-12-06 00:00:00	100
gagaming93	108027097713168	1	2021-07-21 00:00:00	100
patel.72	101131288215420	1	2021-08-23 00:00:00	100
Tibistream	104848531135516	1	2021-04-18 00:00:00	100
BindassHindii	120405893126132	1	2021-06-06 00:00:00	100
911wow	103705024561671	1	2020-09-26 00:00:00	100
cchocbear	102071928553044	1	2021-06-23 00:00:00	100
hanzxian111	108260457416833	1	2021-02-08 00:00:00	100
gnaruFPS	105505464521444	1	2020-12-03 00:00:00	100
sodongbang0	129447711977094	1	2021-06-30 00:00:00	100
100057726234115	286927935468277	1	2021-08-18 00:00:00	100
muchsienkmuhnasir	1980661662205573	1	2021-01-27 00:00:00	100
ladlagamer	640289169916261	1	2021-07-07 00:00:00	100
Zmagri00	112164137167356	1	2021-07-31 00:00:00	100
Tomato-Gaming-107366888319476	107366888319476	1	2021-08-15 00:00:00	100
svr.gaming2	104500928269554	1	2021-05-02 00:00:00	100
KimoteGaming	101203134663237	1	2021-02-12 00:00:00	100
Cesarrayado80	104724457776499	1	2021-06-26 00:00:00	100
PUBGsile	101502541285839	1	2020-12-06 00:00:00	100
OfficialRTSE	248740535942776	1	2021-04-10 00:00:00	100
ModFoxgaming.sl	103232151943978	1	2021-07-25 00:00:00	100
dtnajib	223229099094337	1	2021-05-07 00:00:00	100
frncsgamingtv	108779517398891	1	2021-02-25 00:00:00	100
itsmepauuuu	106044611626258	1	2021-05-17 00:00:00	100
bembem.loltft	102527555018191	1	2021-04-14 00:00:00	100
TTF69	101004601724833	1	2020-11-19 00:00:00	100
YhatsFPS	105029781210382	1	2020-12-18 00:00:00	100
kazingwa	114163080130072	1	2021-04-18 00:00:00	100
9DS.AVENGER	103254187805128	1	2021-01-12 00:00:00	100
MPM.malaysianPESmafia	102544291209654	1	2021-01-21 00:00:00	100
bubbleicee	103181398528549	1	2021-03-17 00:00:00	100
gitaoctaviastenger	336589271066039	1	2021-08-15 00:00:00	100
SwishTzy	112131963779380	1	2021-06-09 00:00:00	100
18-on-the-mic-347037413277228	347037413277228	1	2021-05-29 00:00:00	100
azotealivehz	103194198236526	1	2021-05-31 00:00:00	100
Burnz-Gaming-115652306955368	115652306955368	1	2021-06-15 00:00:00	100
Sawyer-Pro-103575951248943	103575951248943	1	2021-07-15 00:00:00	100
Syx-2220832508143536	2220832508143536	1	2021-05-31 00:00:00	100
genaldogamer	109855010467069	1	2020-08-13 00:00:00	100
Sultangame1	427130557380471	1	2020-10-17 00:00:00	100
kapitantuntero	305835080369491	1	2021-03-14 00:00:00	100
EcioGamer	103822974327985	1	2021-07-18 00:00:00	100
TalhaBatuhanAydin	102966781404032	1	2021-01-26 00:00:00	100
J-o-h-n-104614931314974	100057816860995	1	2021-05-11 00:00:00	100
chachaplays	196015880983869	1	2021-02-23 00:00:00	100
Alrebh-Gaming-106040424305251	106040424305251	1	2021-07-03 00:00:00	100
Mendo-174828302669858	174828302669858	1	2021-07-18 00:00:00	100
wendeptrai	113989227630353	1	2021-08-15 00:00:00	100
KylienicxGaming	111191313549662	1	2020-11-24 00:00:00	100
JOJIGAMING101	100348508400296	1	2021-07-04 00:00:00	100
ajmuhlachgaming	115613353563121	1	2020-08-17 00:00:00	100
SKTibatib	423180981806207	1	2020-12-24 00:00:00	100
anhem04phuong	108311637679186	1	2021-04-02 00:00:00	100
jaenidmaomoii	101396854608346	1	2020-11-17 00:00:00	100
newplayyerr	107607878216053	1	2021-08-21 00:00:00	100
lexypubgm	103965717868468	1	2020-08-08 00:00:00	100
KingKrushGaming	2395997480631721	1	2021-05-20 00:00:00	100
Exiito.esports	104502571667010	1	2021-06-30 00:00:00	100
MarshUNW	106102481157511	1	2020-08-27 00:00:00	100
gasplatino	1796554933913411	1	2020-10-09 00:00:00	100
girlpowerleague	102022988299795	1	2020-09-13 00:00:00	100
Comkanda.page	2402401263337684	1	2020-11-01 00:00:00	100
kurochigamingofficial	103851261297144	1	2021-01-01 00:00:00	100
ChikuLiveFF	110917427726355	1	2021-07-14 00:00:00	100
DhezaiMaineGaming	107608513955461	1	2021-09-05 00:00:00	100
hungvanx2dz	281816786035922	1	2021-03-15 00:00:00	100
CABINUM09	2156527021074529	1	2021-03-19 00:00:00	100
MatchaGaming	111919820305663	1	2020-11-30 00:00:00	100
Rahulchulialagaming	112757440856653	1	2021-08-01 00:00:00	100
TheBuraws	103728158400651	1	2021-07-14 00:00:00	100
SENSHIIcodm	101690131999704	1	2021-05-31 00:00:00	100
CasiGCrew	108640134074407	1	2020-08-19 00:00:00	100
xbesports	100341435179784	1	2021-04-14 00:00:00	100
TriptripGamer	107977504422494	1	2020-10-23 00:00:00	100
Aztinad22	107089884540529	1	2021-08-03 00:00:00	100
serbisyota	242621253039824	1	2021-08-12 00:00:00	100
RicnaldTR	113473677044181	1	2021-01-15 00:00:00	100
reemsharkgaming	539191406605436	1	2020-09-16 00:00:00	100
alphapubgmobile1	103502661811292	1	2021-05-17 00:00:00	100
IcedSki	104168685020831	1	2021-01-26 00:00:00	100
luizknightmixer	264832501044830	1	2020-08-01 00:00:00	100
Horane.M.R.K	166313390807263	1	2021-08-31 00:00:00	100
Greysuuu	703629613311199	1	2021-04-04 00:00:00	100
nandikaa15	104092761155412	1	2021-01-25 00:00:00	100
modmr8	104286088402235	1	2021-03-19 00:00:00	100
Heavyarm412	105953492781584	1	2021-06-09 00:00:00	100
BK-Min-539920043591426	539920043591426	1	2021-05-12 00:00:00	100
Rekklezgaming	601499433568875	1	2021-01-12 00:00:00	100
symbolistff	521510488327988	1	2020-12-11 00:00:00	100
paanmaingame	540073809676723	1	2021-03-20 00:00:00	100
Thunder-Channel-101306248053275	101306248053275	1	2021-05-19 00:00:00	100
hugoboffpubg	103294421322585	1	2021-01-25 00:00:00	100
RustyFoxPH	103581998058275	1	2020-08-03 00:00:00	100
NguyenminhducAAAAAAAAAAAA	110536541313489	1	2021-07-20 00:00:00	100
an2nypongi09	112392097173873	1	2020-09-20 00:00:00	100
Yousef.ToTs	1386038121695751	1	2020-08-17 00:00:00	100
top1quillenvn	106208211064660	1	2020-08-26 00:00:00	100
badbroad.mm	100802108263731	1	2020-12-03 00:00:00	100
theCongor	102252745435169	1	2021-08-26 00:00:00	100
Groh-Game-394213774711245	394213774711245	1	2021-07-01 00:00:00	100
Videocolloection	1219465204883793	1	2021-04-03 00:00:00	100
PUBG.Online.live	100050449091600	1	2021-03-21 00:00:00	100
RavenCodmGaming	101983585069659	1	2021-01-13 00:00:00	100
100068039722089	105770498372447	1	2021-08-31 00:00:00	100
JulioElmanko	108299504269178	1	2020-08-29 00:00:00	100
yucksgaming	101128671990397	1	2021-04-13 00:00:00	100
KingBentleyGaming	104867604670963	1	2021-01-06 00:00:00	100
rianoceania	100208591558784	1	2020-08-02 00:00:00	100
OfficialJerk	104676781265455	1	2021-03-19 00:00:00	100
EzMoneyTv	107926837680872	1	2021-06-02 00:00:00	100
phat33boii	108046950999576	1	2020-09-03 00:00:00	100
AjayAiGamingX	102803571542238	1	2021-07-23 00:00:00	100
smoosh08	109869470688133	1	2020-09-17 00:00:00	100
Walter-Gaming-100620902264523	100620902264523	1	2021-07-08 00:00:00	100
DexGaming0921	104224947885701	1	2020-10-29 00:00:00	100
Z3TER.HU	103438237828631	1	2020-11-13 00:00:00	100
ButOur99999	106536371196585	1	2021-07-26 00:00:00	100
LIFEONEARTHGAMES	104717030948436	1	2020-10-02 00:00:00	100
LifeReaper-471072260351782	471072260351782	1	2021-06-10 00:00:00	100
PaktamKurkur	100450687977574	1	2020-08-12 00:00:00	100
Sammy2k1pr23	647399762547702	1	2021-05-18 00:00:00	100
Mr.Bonkubabu	413789022713219	1	2021-01-01 00:00:00	100
Round2hellFans	1867298559965355	1	2021-08-24 00:00:00	100
